Date,Open,High,Low,Close,Adj Close,Volume
2021-05-21,111.629997,112.220001,110.570000,110.919998,109.461769,5146500
2021-05-24,111.800003,113.029999,111.519997,112.519997,111.040726,5476100
2021-05-25,112.919998,113.150002,112.180000,112.629997,111.149284,5391800
2021-05-26,113.300003,113.870003,112.629997,112.849998,111.366394,3841600
2021-05-27,113.470001,114.089996,112.760002,113.510002,112.017715,7378400
2021-05-28,114.349998,114.349998,113.050003,113.879997,112.382858,4239800
2021-06-01,114.559998,114.620003,113.099998,113.339996,111.849953,4306900
2021-06-02,113.709999,113.709999,112.750000,113.000000,111.514412,5045000
2021-06-03,112.010002,112.239998,110.150002,111.120003,109.659142,5723900
2021-06-04,111.620003,112.070000,111.050003,111.989998,110.517700,4477500
2021-06-07,111.980003,112.279999,110.989998,111.330002,109.866379,4009000
2021-06-08,111.379997,111.989998,110.860001,111.519997,110.053879,4669800
2021-06-09,111.739998,112.190002,111.330002,111.389999,109.925583,3669400
2021-06-10,111.800003,112.430000,111.440002,112.209999,110.734810,3833200
2021-06-11,112.279999,112.830002,112.190002,112.559998,111.080200,3231200
2021-06-14,112.779999,113.230003,111.500000,112.449997,110.971649,4222400
2021-06-15,112.459999,112.500000,111.559998,111.889999,110.419014,3487300
2021-06-16,112.419998,112.570000,110.199997,111.360001,109.895981,4822000
